Anno;Provincia produttore;Materiale;Unita di misura;Regione;Materiale_ID;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;CT;Plastica;kg;Sicilia;11;2340759.0;2811429.0;2836859.0
2026;CT;Rottami di alluminio;kg;Sicilia;6;298463.0;348615.0;348615.0
2026;CT;Rottami di ferro e acciaio;kg;Sicilia;8;7661727.0;84918927.0;125477387.0
2026;CT;Rottami di rame;kg;Sicilia;9;87600.0;94430.0;94430.0
2026;CZ;Aggregati riciclati;kg;Calabria;5;270331419.0;286115909.0;291033869.0
2026;CZ;Altri Fertilizzanti;kg;Calabria;19;1017380.0;1183584.0;1183584.0
2026;CZ;Altro;kg;Calabria;23;37416323.0;46008575.0;48043356.0
2026;CZ;Ammendante compostato misto;kg;Calabria;2;5085240.0;7267680.0;7267680.0
2026;CZ;Carta e cartone;kg;Calabria;10;7901230.0;9664390.0;9775110.0
2026;CZ;Gomma vulcanizzata da PFU;kg;Calabria;22;3100770.0;3240870.0;3240870.0
2026;CZ;Plastica;kg;Calabria;11;1063645.0;1321204.0;1345499.0
2026;CZ;Rottami di alluminio;kg;Calabria;6;31165.0;684918.0;684939.0
2026;CZ;Rottami di ferro e acciaio;kg;Calabria;8;3295156.0;4137458.0;4138209.0
2026;CZ;Rottami di vetro;kg;Calabria;7;222.0;252.0;264.0
2026;EN;Aggregati riciclati;kg;Sicilia;5;130727776.0;157547326.0;157547326.0
2026;EN;Ammendante compostato misto;kg;Sicilia;2;6521121.0;8095035.0;8282090.0
2026;EN;Carta e cartone;kg;Sicilia;10;13317875.0;15401366.0;15401366.0
2026;EN;Granulato di Conglomerato bituminoso;kg;Sicilia;20;181110.0;181110.0;181110.0
2026;FC;Aggregati riciclati;kg;Emilia Romagna;5;174911265.0;209348416.0;209348416.0
2026;FC;Altri Ammendanti;kg;Emilia Romagna;3;1512380.0;1911520.0;1911520.0
2026;FC;Altro;kg;Emilia Romagna;23;3073260.0;3153450.0;3153450.0
2026;FC;Ammendante compostato misto;kg;Emilia Romagna;2;5595980.0;7449380.0;7659380.0
2026;FC;Carta e cartone;kg;Emilia Romagna;10;37136706.0;43935756.0;44194736.0
2026;FC;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;131573737.0;137334977.0;137334977.0
2026;FC;Legno e sughero;kg;Emilia Romagna;12;2900142.0;3317364.0;3454931.0
2026;FC;Plastica;kg;Emilia Romagna;11;3345168.0;3871037.0;3950718.0
2026;FC;Rottami di alluminio;kg;Emilia Romagna;6;1368832.0;1598407.0;1598407.0
2026;FC;Rottami di ferro e acciaio;kg;Emilia Romagna;8;54531080.0;61156123.0;61977963.0
2026;FC;Rottami di rame;kg;Emilia Romagna;9;1669705.0;1902462.0;1929542.0
2026;FC;Rottami di vetro;kg;Emilia Romagna;7;293490.0;328597.0;328597.0
2026;FE;Aggregati riciclati;kg;Emilia Romagna;5;118528503.0;150598482.0;156614222.0
2026;FE;Altro;kg;Emilia Romagna;23;16243370.0;17792400.0;17792400.0
2026;FE;Ammendante compostato misto;kg;Emilia Romagna;2;7049170.0;7875450.0;8447470.0
2026;FE;CSS – combustibile;kg;Emilia Romagna;13;1107200.0;2270400.0;2270400.0
2026;FE;Carta e cartone;kg;Emilia Romagna;10;18494630.0;21358520.0;22097410.0
2026;FE;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;47423503.0;56318223.0;56318223.0
2026;FE;Legno e sughero;kg;Emilia Romagna;12;452634.0;452654.0;452654.0
2026;FE;Plastica;kg;Emilia Romagna;11;17502022.0;17679452.0;17837211.0
2026;FE;Rottami di alluminio;kg;Emilia Romagna;6;7625600.0;7712981.0;7712981.0
2026;FE;Rottami di ferro e acciaio;kg;Emilia Romagna;8;22826391.0;24792791.0;25768711.0
2026;FE;Rottami di rame;kg;Emilia Romagna;9;7899279.0;8248239.0;8248239.0
2026;FG;Aggregati riciclati;kg;Puglia;5;487107728.0;586871761.0;619117571.0
2026;FG;Altri Ammendanti;kg;Puglia;3;11927950.0;15979390.0;15979390.0
2026;FG;Altri Fertilizzanti;kg;Puglia;19;1726400.0;2266400.0;2266400.0
2026;FG;Altro;kg;Puglia;23;72736534.0;80815968.0;82827633.0
2026;FG;Ammendante compostato misto;kg;Puglia;2;34190016.0;35526776.0;35548996.0
2026;FG;Carta e cartone;kg;Puglia;10;40258321.0;112537143.0;139663427.0
2026;FG;Correttivi da Fanghi;kg;Puglia;18;834180.0;834180.0;834180.0
2026;FG;Gomma;kg;Puglia;15;4445500.0;4925250.0;5031250.0
2026;FG;Granulato di Conglomerato bituminoso;kg;Puglia;20;23082530.0;24161670.0;26086920.0
2026;FG;Legno e sughero;kg;Puglia;12;;22020.0;22020.0
2026;FG;Plastica;kg;Puglia;11;1877666.0;2237206.0;2237206.0
2026;FG;Rottami di alluminio;kg;Puglia;6;1040817.0;1040817.0;1040817.0
2026;FG;Rottami di ferro e acciaio;kg;Puglia;8;20933731.0;21281931.0;21429891.0
2026;FG;Rottami di rame;kg;Puglia;9;11550.0;11550.0;11550.0
2026;FG;Rottami di vetro;kg;Puglia;7;71404.0;71404.0;71404.0
2026;FG;Tessili;kg;Puglia;14;144020.0;144020.0;144020.0
2026;FI;Aggregati riciclati;kg;Toscana;5;687626819.0;779418902.0;800457898.0
2026;FI;Altri Fertilizzanti;kg;Toscana;19;1381830.0;1478350.0;1478350.0
2026;FI;Altro;kg;Toscana;23;163765249.0;195997877.0;197882291.0
2026;FI;Ammendante compostato misto;kg;Toscana;2;7587762.0;10563592.0;10563592.0
2026;FI;Carta e cartone;kg;Toscana;10;57502343.0;69809090.0;71808484.0
2026;FI;Cuoio;kg;Toscana;16;3260.0;5110.0;5110.0
2026;FI;Gomma;kg;Toscana;15;13470.0;13470.0;13470.0
2026;FI;Granulato di Conglomerato bituminoso;kg;Toscana;20;63507060.0;75173640.0;76079600.0
2026;FI;Legno e sughero;kg;Toscana;12;62201.0;69060.0;75076.0
2026;FI;Plastica;kg;Toscana;11;1524059.0;1834844.0;2004228.0
2026;FI;Rottami di alluminio;kg;Toscana;6;1658445.0;2022193.0;2022193.0
2026;FI;Rottami di ferro e acciaio;kg;Toscana;8;13406717.0;16047257.0;16069142.0
2026;FI;Rottami di rame;kg;Toscana;9;133838.0;158778.0;158778.0
2026;FI;Rottami di vetro;kg;Toscana;7;62613133.0;74269700.0;74934603.0
2026;FI;Tessili;kg;Toscana;14;17940.0;19995.0;19995.0
2026;FM;Aggregati riciclati;kg;Marche;5;900000.0;9364523.0;9364523.0
2026;FM;Altri Fertilizzanti;kg;Marche;19;1204635.0;1204635.0;1204635.0
2026;FM;Altro;kg;Marche;23;17461311.0;18002257.0;18002257.0
2026;FM;Ammendante compostato misto;kg;Marche;2;2580690.0;3537430.0;3537430.0
2026;FM;Carta e cartone;kg;Marche;10;5074375.0;5762385.0;5762385.0
2026;FM;Gomma vulcanizzata da PFU;kg;Marche;22;4365795.0;5215090.0;5741585.0
2026;FM;Granulato di Conglomerato bituminoso;kg;Marche;20;33600000.0;33600000.0;33600000.0
2026;FM;Rottami di alluminio;kg;Marche;6;237586.0;254375.0;254375.0
2026;FM;Rottami di ferro e acciaio;kg;Marche;8;6599102.0;7697638.0;7789098.0
2026;FR;Aggregati riciclati;kg;Lazio;5;65270108.0;76648968.0;77437148.0
2026;FR;Altri Ammendanti;kg;Lazio;3;4236600.0;4719600.0;5279600.0
2026;FR;Altro;kg;Lazio;23;4324149.0;9979559.0;9979559.0
2026;FR;Ammendante compostato verde;kg;Lazio;1;1252490.0;1252490.0;1252490.0
2026;FR;CSS – combustibile;kg;Lazio;13;93586.0;93586.0;93586.0
2026;FR;Carta e cartone;kg;Lazio;10;28659428.0;33371239.0;33371239.0
2026;FR;Granulato di Conglomerato bituminoso;kg;Lazio;20;13619680.0;13619680.0;13619680.0
2026;FR;Plastica;kg;Lazio;11;3645932.0;4060362.0;4123562.0
2026;FR;Rottami di ferro e acciaio;kg;Lazio;8;1613718.0;1729624.0;1798893.0
2026;FR;Rottami di vetro;kg;Lazio;7;132254107.0;150348687.0;150348687.0
2026;GE;Aggregati riciclati;kg;Liguria;5;24889458.0;26495990.0;28475180.0
2026;GE;Altri Ammendanti;kg;Liguria;3;10000.0;10000.0;10000.0
2026;GE;Altro;kg;Liguria;23;4426243.0;9193969.0;9193969.0
2026;GE;Carta e cartone;kg;Liguria;10;31260822.0;36045116.0;39390144.0
2026;GE;Gomma;kg;Liguria;15;761820.0;761820.0;761820.0
2026;GE;Granulato di Conglomerato bituminoso;kg;Liguria;20;41208970.0;51123040.0;51123040.0
2026;GE;Legno e sughero;kg;Liguria;12;74679.0;103679.0;103679.0
2026;GE;Rottami di alluminio;kg;Liguria;6;87352.0;144165.0;156265.0
2026;GE;Rottami di ferro e acciaio;kg;Liguria;8;23604856.0;27494090.0;27580160.0
2026;GE;Rottami di rame;kg;Liguria;9;409195.0;418084.0;418084.0
2026;GO;Aggregati riciclati;kg;Friuli Venezia Giulia;5;79930670.0;96477620.0;96477620.0
2026;GO;Altro;kg;Friuli Venezia Giulia;23;6511670.0;7938771.0;7938771.0
2026;GO;Ammendante compostato misto;kg;Friuli Venezia Giulia;2;1560000.0;2440000.0;2440000.0
2026;GO;Carta e cartone;kg;Friuli Venezia Giulia;10;3937070.0;5325150.0;5325150.0
2026;GO;Granulato di Conglomerato bituminoso;kg;Friuli Venezia Giulia;20;34508550.0;34508550.0;34508550.0
2026;GO;Plastica;kg;Friuli Venezia Giulia;11;99122.0;124222.0;124222.0
2026;GO;Rottami di alluminio;kg;Friuli Venezia Giulia;6;284290.0;300160.0;321530.0
2026;GO;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;18082040.0;20084184.0;20469194.0
2026;GO;Rottami di rame;kg;Friuli Venezia Giulia;9;316230.0;355370.0;364090.0
2026;GR;Aggregati riciclati;kg;Toscana;5;42265185.0;49053465.0;49053465.0
2026;GR;Altri Ammendanti;kg;Toscana;3;16993980.0;21133080.0;22682060.0
2026;GR;Altro;kg;Toscana;23;72073850.0;79688010.0;79810490.0
2026;GR;Carta e cartone;kg;Toscana;10;4857765.0;5841580.0;5841580.0
2026;GR;Granulato di Conglomerato bituminoso;kg;Toscana;20;9478850.0;12310952.0;12310952.0
2026;GR;Rottami di alluminio;kg;Toscana;6;88161.0;146456.0;146456.0
2026;GR;Rottami di ferro e acciaio;kg;Toscana;8;6006843.0;6810522.0;6950522.0
2026;GR;Rottami di rame;kg;Toscana;9;;2060.0;2060.0
2026;IM;Aggregati riciclati;kg;Liguria;5;44009700.0;45970500.0;49370500.0
2026;IM;Altro;kg;Liguria;23;1977153.0;2304415.0;2304415.0
2026;IM;Ammendante compostato verde;kg;Liguria;1;2728740.0;2814240.0;2814240.0
2026;IM;Carta e cartone;kg;Liguria;10;3596350.0;4146390.0;4311490.0
2026;IM;Granulato di Conglomerato bituminoso;kg;Liguria;20;11370063.0;11370063.0;11370063.0
2026;IM;Rottami di ferro e acciaio;kg;Liguria;8;2470400.0;2802940.0;2887740.0
2026;IM;Rottami di rame;kg;Liguria;9;5300.0;5300.0;5300.0
2026;IS;Aggregati riciclati;kg;Molise;5;18295489.0;21227749.0;23510679.0
2026;IS;Altro;kg;Molise;23;67940.0;67940.0;67940.0
2026;IS;Carta e cartone;kg;Molise;10;3259432.0;3789352.0;3952412.0
2026;IS;Granulato di Conglomerato bituminoso;kg;Molise;20;29660.0;29660.0;29660.0
2026;IS;Plastica;kg;Molise;11;638801.0;638801.0;638801.0
2026;IS;Rottami di alluminio;kg;Molise;6;1722266.0;1722266.0;2120331.0
2026;IS;Rottami di ferro e acciaio;kg;Molise;8;2580320.0;2788040.0;2877720.0
2026;KR;Aggregati riciclati;kg;Calabria;5;29917800.0;30398805.0;30398805.0
2026;KR;Altri Fertilizzanti;kg;Calabria;19;1313881.0;1473180.0;1473180.0
2026;KR;Altro;kg;Calabria;23;238000.0;238000.0;238000.0
2026;KR;Carta e cartone;kg;Calabria;10;1234940.0;1486020.0;1624780.0
2026;KR;Granulato di Conglomerato bituminoso;kg;Calabria;20;;188450.0;188450.0
2026;KR;Plastica;kg;Calabria;11;465721.0;617506.0;656418.0
2026;KR;Rottami di alluminio;kg;Calabria;6;14360.0;43820.0;43820.0
2026;KR;Rottami di ferro e acciaio;kg;Calabria;8;5634288.0;7020198.0;7020198.0
2026;KR;Rottami di rame;kg;Calabria;9;20030.0;20030.0;20030.0
2026;LC;Aggregati riciclati;kg;Lombardia;5;138399640.0;165853980.0;182246060.0
2026;LC;Altro;kg;Lombardia;23;2665195.0;3268875.0;3274050.0
2026;LC;Ammendante compostato misto;kg;Lombardia;2;1880000.0;1980000.0;1980000.0
2026;LC;Carta e cartone;kg;Lombardia;10;16826380.0;16991390.0;17067710.0
2026;LC;Granulato di Conglomerato bituminoso;kg;Lombardia;20;6083800.0;8481280.0;8481280.0
2026;LC;Legno e sughero;kg;Lombardia;12;11091070.0;11650310.0;11879270.0
2026;LC;Plastica;kg;Lombardia;11;440686.0;535002.0;535002.0
2026;LC;Rottami di alluminio;kg;Lombardia;6;1282970.0;2267170.0;2377063.0
2026;LC;Rottami di ferro e acciaio;kg;Lombardia;8;123707477.0;153241145.0;157069503.0
2026;LC;Rottami di rame;kg;Lombardia;9;199063.0;260883.0;262853.0
2026;LC;Tessili;kg;Lombardia;14;526164.0;660723.0;660723.0
2026;LE;Aggregati riciclati;kg;Puglia;5;383644582.0;413203579.0;422095188.0
2026;LE;Altri Ammendanti;kg;Puglia;3;685000.0;685000.0;685000.0
2026;LE;Altro;kg;Puglia;23;42873800.0;48870460.0;48870460.0
2026;LE;Ammendante compostato misto;kg;Puglia;2;11200.0;11200.0;11200.0
2026;LE;Ammendante compostato verde;kg;Puglia;1;487505.0;519555.0;545990.0
2026;LE;Carta e cartone;kg;Puglia;10;53084178.0;60623330.0;61729740.0
2026;LE;Digestato;kg;Puglia;4;237600.0;237600.0;237600.0
2026;LE;Granulato di Conglomerato bituminoso;kg;Puglia;20;6694850.0;6694850.0;6694850.0
2026;LE;Legno e sughero;kg;Puglia;12;1168740.0;1716960.0;1716960.0
2026;LE;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;kg;Puglia;21;0.0;0.0;0.0
2026;LE;Plastica;kg;Puglia;11;219502.0;283585.0;283585.0
2026;LE;Rottami di alluminio;kg;Puglia;6;1125343.0;1169555.0;1214339.0
2026;LE;Rottami di ferro e acciaio;kg;Puglia;8;55946837.0;57316359.0;58260054.0
2026;LE;Rottami di rame;kg;Puglia;9;770.0;770.0;770.0
2026;LE;Rottami di vetro;kg;Puglia;7;291380.0;291380.0;291380.0
2026;LE;Tessili;kg;Puglia;14;121870.0;163430.0;163430.0
2026;LI;Aggregati riciclati;kg;Toscana;5;268952967.0;316211247.0;319788857.0
2026;LI;Altro;kg;Toscana;23;55359114.0;64206112.0;66387712.0
2026;LI;Ammendante compostato verde;kg;Toscana;1;1048950.0;1048950.0;1048950.0
2026;LI;Carta e cartone;kg;Toscana;10;9806110.0;11243370.0;11667040.0
2026;LI;Granulato di Conglomerato bituminoso;kg;Toscana;20;4335441.0;4798501.0;4798501.0
2026;LI;Materiali ceramici;kg;Toscana;17;6012900.0;6863560.0;7225000.0
2026;LI;Rottami di alluminio;kg;Toscana;6;17560.0;17560.0;17560.0
2026;LI;Rottami di ferro e acciaio;kg;Toscana;8;5729377.0;6330647.0;6330647.0
2026;LO;Aggregati riciclati;kg;Lombardia;5;260087527.0;283967002.0;283967002.0
2026;LO;Altro;kg;Lombardia;23;91248900.0;110667885.0;113788257.0
2026;LO;Carta e cartone;kg;Lombardia;10;8165590.0;9330170.0;9616000.0
2026;LO;Correttivi da Fanghi;kg;Lombardia;18;56942660.0;61649050.0;61649050.0
2026;LO;Granulato di Conglomerato bituminoso;kg;Lombardia;20;2903860.0;2903860.0;2903860.0
2026;LO;Rottami di alluminio;kg;Lombardia;6;407102.0;578664.0;578664.0
2026;LO;Rottami di ferro e acciaio;kg;Lombardia;8;20075570.0;21427495.0;21646875.0
2026;LO;Rottami di rame;kg;Lombardia;9;144997.0;146805.0;146805.0
2026;LT;Aggregati riciclati;kg;Lazio;5;99927972.0;117154102.0;118691778.0
2026;LT;Altro;kg;Lazio;23;44903664.0;59489726.0;61332256.0
2026;LT;Carta e cartone;kg;Lazio;10;1130880.0;1268240.0;1320320.0
2026;LT;Digestato;kg;Lazio;4;;3757830.0;3757830.0
2026;LT;Gomma vulcanizzata da PFU;kg;Lazio;22;645482.0;645482.0;645482.0
2026;LT;Granulato di Conglomerato bituminoso;kg;Lazio;20;29107260.0;32957260.0;32957260.0
2026;LT;Plastica;kg;Lazio;11;1590240.0;1961280.0;1993660.0
2026;LT;Rottami di alluminio;kg;Lazio;6;6711302.0;6926842.0;6926842.0
2026;LT;Rottami di ferro e acciaio;kg;Lazio;8;5007123.0;6409874.0;7004125.0
2026;LT;Rottami di rame;kg;Lazio;9;9770.0;9770.0;9770.0
2026;LU;Aggregati riciclati;kg;Toscana;5;259774283.0;311842193.0;311842193.0
2026;LU;Altro;kg;Toscana;23;11523569.0;13917132.0;14938013.0
2026;LU;Carta e cartone;kg;Toscana;10;46022164.0;54597334.0;58313714.0
2026;LU;Granulato di Conglomerato bituminoso;kg;Toscana;20;35822956.0;46895841.0;46895841.0
2026;LU;Legno e sughero;kg;Toscana;12;157771.0;179581.0;179581.0
2026;LU;Plastica;kg;Toscana;11;2252336.0;2375909.0;2375909.0
2026;LU;Rottami di alluminio;kg;Toscana;6;62423.0;93723.0;93723.0
2026;LU;Rottami di ferro e acciaio;kg;Toscana;8;10048047.0;12220155.0;12220155.0
2026;LU;Rottami di rame;kg;Toscana;9;5442606.0;6300846.0;6300846.0
2026;LU;Tessili;kg;Toscana;14;119950.0;140950.0;140950.0
2026;MB;Aggregati riciclati;kg;Lombardia;5;441527732.0;488994994.0;496684114.0
2026;MB;Altro;kg;Lombardia;23;26337613.0;29585971.0;29626207.0
2026;MB;Carta e cartone;kg;Lombardia;10;55902060.0;64934490.0;65083620.0
2026;MB;Granulato di Conglomerato bituminoso;kg;Lombardia;20;21213270.0;28871360.0;28871360.0
2026;MB;Legno e sughero;kg;Lombardia;12;3859748.0;4230361.0;4371926.0
2026;MB;Plastica;kg;Lombardia;11;2097114.0;2445754.0;2516159.0
2026;MB;Rottami di alluminio;kg;Lombardia;6;4708030.0;5002260.0;5086800.0
2026;MB;Rottami di ferro e acciaio;kg;Lombardia;8;48082975.0;55444426.0;55620656.0
2026;MB;Rottami di rame;kg;Lombardia;9;628292.0;704903.0;728926.0
2026;MB;Tessili;kg;Lombardia;14;23011.0;23011.0;23011.0
2026;MC;Aggregati riciclati;kg;Marche;5;220441708.0;246827508.0;248899049.0
2026;MC;Altro;kg;Marche;23;14842027.0;19044493.0;19044493.0
2026;MC;Ammendante compostato misto;kg;Marche;2;286000.0;286000.0;286000.0
