Anno;Provincia produttore;Regione;Materiale;Materiale_ID;Quantita;Unita di misura
2026;VE;Veneto;Rottami di ferro e acciaio;8;115039186;kg
2026;VE;Veneto;Rottami di rame;9;1930371;kg
2026;VE;Veneto;Carta e cartone;10;75040435;kg
2026;VE;Veneto;Plastica;11;8699897;kg
2026;VE;Veneto;Legno e sughero;12;4511780;kg
2026;VE;Veneto;CSS – combustibile;13;2533840;kg
2026;VE;Veneto;Tessili;14;349801;kg
2026;VE;Veneto;Granulato di Conglomerato bituminoso;20;27825130;kg
2026;VE;Veneto;Altro;23;49511585;kg
2026;VI;Veneto;Ammendante compostato verde;1;4278070;kg
2026;VI;Veneto;Ammendante compostato misto;2;993400;kg
2026;VI;Veneto;Aggregati riciclati;5;571800114;kg
2026;VI;Veneto;Rottami di alluminio;6;5633053;kg
2026;VI;Veneto;Rottami di vetro;7;209293860;kg
2026;VI;Veneto;Rottami di ferro e acciaio;8;157199365;kg
2026;VI;Veneto;Rottami di rame;9;5196713;kg
2026;VI;Veneto;Carta e cartone;10;80411956;kg
2026;VI;Veneto;Plastica;11;30635652;kg
2026;VI;Veneto;Legno e sughero;12;26425825;kg
2026;VI;Veneto;Tessili;14;285827;kg
2026;VI;Veneto;Gomma;15;62903;kg
2026;VI;Veneto;Altri Fertilizzanti;19;16306700;kg
2026;VI;Veneto;Granulato di Conglomerato bituminoso;20;96398880;kg
2026;VI;Veneto;Altro;23;92348188;kg
2026;VR;Veneto;Ammendante compostato verde;1;2376160;kg
2026;VR;Veneto;Ammendante compostato misto;2;8782670;kg
2026;VR;Veneto;Altri Ammendanti;3;95133880;kg
2026;VR;Veneto;Digestato;4;30000;kg
2026;VR;Veneto;Aggregati riciclati;5;6566015301;kg
2026;VR;Veneto;Rottami di alluminio;6;3079623;kg
2026;VR;Veneto;Rottami di ferro e acciaio;8;319637643;kg
2026;VR;Veneto;Rottami di rame;9;1586358;kg
2026;VR;Veneto;Carta e cartone;10;105641582;kg
2026;VR;Veneto;Plastica;11;8102331;kg
2026;VR;Veneto;Legno e sughero;12;4803890;kg
2026;VR;Veneto;CSS – combustibile;13;766900;kg
2026;VR;Veneto;Altri Fertilizzanti;19;1301780;kg
2026;VR;Veneto;Granulato di Conglomerato bituminoso;20;190360370;kg
2026;VR;Veneto;Gomma vulcanizzata da PFU;22;13000;kg
2026;VR;Veneto;Altro;23;165215019;kg
2026;VT;Lazio;Ammendante compostato verde;1;500689;kg
2026;VT;Lazio;Ammendante compostato misto;2;8687826;kg
2026;VT;Lazio;Aggregati riciclati;5;160682867;kg
2026;VT;Lazio;Rottami di alluminio;6;1257270;kg
2026;VT;Lazio;Rottami di vetro;7;53660;kg
2026;VT;Lazio;Rottami di ferro e acciaio;8;4938308;kg
2026;VT;Lazio;Rottami di rame;9;14140;kg
2026;VT;Lazio;Carta e cartone;10;19949430;kg
2026;VT;Lazio;Tessili;14;397896;kg
2026;VT;Lazio;Granulato di Conglomerato bituminoso;20;85432975;kg
2026;VT;Lazio;Gomma vulcanizzata da PFU;22;65870;kg
2026;VT;Lazio;Altro;23;28150125;kg
2026;VV;Calabria;Aggregati riciclati;5;6104881;kg
2026;VV;Calabria;Carta e cartone;10;3335610;kg
2026;VV;Calabria;Altro;23;115560;kg
